shift_id,employee_id,site_id,shift_date,clock_in_time,clock_out_time
S101352,E1031,ST-05,2026-07-30,08:00,17:45
S101405,E1032,ST-01,2026-07-30,09:30,18:15
S101457,E1033,ST-01,2026-07-30,08:30,17:45
S101555,E1035,ST-01,2026-07-30,08:00,19:45
S101558,E1036,ST-03,2026-07-30,06:00,12:45
S101594,E1037,ST-03,2026-07-30,19:00,07:15
S101676,E1039,ST-04,2026-07-30,08:00,16:00
S101728,E1040,ST-03,2026-07-30,09:00,17:45
S101813,E1042,ST-03,2026-07-30,08:00,19:30
S101861,E1043,ST-03,2026-07-30,06:00,14:45
S101907,E1044,ST-02,2026-07-30,19:15,07:15
S101957,E1045,ST-05,2026-07-30,07:15,15:30
S102094,E1048,ST-01,2026-07-30,08:00,17:45
S102144,E1049,ST-01,2026-07-30,07:00,17:15
S102181,E1050,ST-01,2026-07-30,06:00,18:00
S102394,E1055,ST-06,2026-07-30,18:00,06:30
S102445,E1056,ST-03,2026-07-30,09:15,20:00
S102489,E1057,ST-01,2026-07-30,07:00,17:00
S102536,E1058,ST-04,2026-07-30,08:00,17:30
S102588,E1059,ST-05,2026-07-30,06:00,15:00
S102635,E1060,ST-02,2026-07-30,08:15,21:45
S102685,E1061,ST-01,2026-07-30,08:30,17:45
S102861,E1065,ST-03,2026-07-30,18:00,06:30
S102904,E1066,ST-05,2026-07-30,07:30,16:15
S102950,E1067,ST-06,2026-07-30,06:00,16:30
S103077,E1070,ST-05,2026-07-30,18:15,06:30
S103123,E1071,ST-02,2026-07-30,07:00,15:30
S103211,E1073,ST-01,2026-07-30,06:15,15:30
S103312,E1075,ST-06,2026-07-30,06:00,15:00
S103407,E1077,ST-04,2026-07-30,20:15,08:45
S103489,E1079,ST-05,2026-07-30,09:00,18:00
S103535,E1080,ST-04,2026-07-30,06:30,16:00
S103644,E1083,ST-05,2026-07-30,19:00,
S103685,E1084,ST-03,2026-07-30,08:00,20:00
S103737,E1085,ST-01,2026-07-30,08:15,12:15
S103824,E1087,ST-02,2026-07-30,08:00,20:00
S103877,E1088,ST-05,2026-07-30,06:00,
S103927,E1089,ST-02,2026-07-30,06:00,15:45
S104081,E1093,ST-02,2026-07-30,08:15,19:30
S104224,E1096,ST-02,2026-07-30,09:00,19:30
S104287,E1098,ST-03,2026-07-30,08:00,16:45
S104336,E1099,ST-02,2026-07-30,20:00,
S104388,E1100,ST-06,2026-07-30,07:15,15:45
S104512,E1103,ST-06,2026-07-30,06:15,15:45
S104558,E1104,ST-02,2026-07-30,07:15,18:30
S104610,E1105,ST-04,2026-07-30,06:00,13:30
S104654,E1106,ST-03,2026-07-30,09:30,21:30
S104698,E1107,ST-04,2026-07-30,07:00,16:45
S104796,E1109,ST-05,2026-07-30,08:00,15:30
S104838,E1110,ST-06,2026-07-30,06:30,15:15
S104887,E1111,ST-05,2026-07-30,06:15,15:15
S104925,E1112,ST-05,2026-07-30,09:00,21:15
S105019,E1114,ST-01,2026-07-30,08:15,17:00
S105108,E1116,ST-02,2026-07-30,08:00,21:30
S105242,E1119,ST-02,2026-07-30,06:00,15:15
S105299,E1120,ST-01,2026-07-30,08:30,18:15
S105398,E1122,ST-03,2026-07-30,08:00,17:45
S105452,E1123,ST-01,2026-07-30,06:00,16:00
S105498,E1124,ST-04,2026-07-30,08:00,17:00
S105548,E1125,ST-05,2026-07-30,08:30,18:00
S105654,E1128,ST-04,2026-07-30,06:00,17:45
S105695,E1129,ST-04,2026-07-30,09:30,18:30
S105745,E1130,ST-02,2026-07-30,08:30,18:45
S105838,E1132,ST-02,2026-07-30,20:15,
S106029,E1136,ST-03,2026-07-30,06:00,14:15
S106072,E1137,ST-05,2026-07-30,06:00,14:30
S106275,E1142,ST-03,2026-07-30,08:30,21:15
S106315,E1143,ST-02,2026-07-30,06:30,16:00
S106358,E1144,ST-06,2026-07-30,08:00,16:45
S106393,E1145,ST-03,2026-07-30,18:00,05:30
S106427,E1146,ST-04,2026-07-30,18:15,06:30
S106463,E1147,ST-01,2026-07-30,07:00,18:15
S106502,E1148,ST-01,2026-07-30,08:30,17:45
S106580,E1150,ST-06,2026-07-30,18:00,05:30
S106632,E1151,ST-04,2026-07-30,06:00,15:30
S106672,E1152,ST-06,2026-07-30,09:15,19:45
S106722,E1153,ST-02,2026-07-30,09:00,18:45
S106904,E1157,ST-05,2026-07-30,06:00,17:45
S106947,E1158,ST-04,2026-07-30,08:00,17:45
S107072,E1161,ST-05,2026-07-30,08:00,19:00
S107116,E1162,ST-03,2026-07-30,08:15,18:00
S107168,E1163,ST-01,2026-07-30,06:30,14:45
S107267,E1165,ST-05,2026-07-30,07:00,17:15
S107316,E1166,ST-06,2026-07-30,07:00,15:45
S107354,E1167,ST-02,2026-07-30,06:30,18:15
S107398,E1168,ST-04,2026-07-30,06:00,15:00
S107446,E1169,ST-05,2026-07-30,08:15,17:15
S107587,E1172,ST-04,2026-07-30,06:00,15:00
S107632,E1173,ST-05,2026-07-30,07:00,16:45
S107683,E1174,ST-01,2026-07-30,09:00,18:15
S107726,E1175,ST-03,2026-07-30,07:00,20:00
S107811,E1177,ST-02,2026-07-30,09:00,18:15
S107862,E1178,ST-03,2026-07-30,08:00,17:45
S107901,E1179,ST-05,2026-07-30,09:00,20:00
S107946,E1180,ST-06,2026-07-30,06:00,15:30
S107984,E1181,ST-04,2026-07-30,18:30,06:30
S108062,E1183,ST-06,2026-07-30,18:00,06:15
S108108,E1184,ST-06,2026-07-30,18:00,07:00
S108425,E1191,ST-01,2026-07-30,06:00,15:00
S108463,E1192,ST-05,2026-07-30,09:00,21:30
S108521,E1194,ST-01,2026-07-30,06:00,15:00
S108572,E1195,ST-04,2026-07-30,08:00,16:45
S108713,E1198,ST-04,2026-07-30,09:00,18:00
S108767,E1199,ST-05,2026-07-30,06:30,16:00
S108895,E1202,ST-06,2026-07-30,18:00,06:00
S108938,E1203,ST-03,2026-07-30,09:00,17:15
S109039,E1205,ST-02,2026-07-30,09:30,19:15
S109088,E1206,ST-03,2026-07-30,06:00,15:30
S109130,E1207,ST-02,2026-07-30,09:15,19:00
S109182,E1208,ST-01,2026-07-30,06:00,14:45
S109273,E1210,ST-03,2026-07-30,06:00,15:00
S109309,E1211,ST-01,2026-07-30,08:00,20:30
S109350,E1212,ST-06,2026-07-30,19:00,01:45
S109392,E1213,ST-03,2026-07-30,09:30,18:45
S100036,E1001,ST-01,2026-07-31,08:00,18:45
S100274,E1006,ST-04,2026-07-31,09:00,22:00
S100311,E1007,ST-06,2026-07-31,07:00,20:30
S100386,E1009,ST-02,2026-07-31,07:00,19:00
S100436,E1010,ST-01,2026-07-31,09:00,19:00
S100481,E1011,ST-01,2026-07-31,08:00,16:00
S100564,E1013,ST-04,2026-07-31,07:00,19:45
S100643,E1015,ST-05,2026-07-31,06:00,16:45
S100694,E1016,ST-04,2026-07-31,07:30,17:00
S100732,E1017,ST-05,2026-07-31,06:00,12:45
S100816,E1019,ST-05,2026-07-31,06:00,14:45
S100892,E1021,ST-04,2026-07-31,09:30,21:00
S100938,E1022,ST-06,2026-07-31,08:00,17:45
S100982,E1023,ST-01,2026-07-31,07:30,17:15
S101028,E1024,ST-01,2026-07-31,06:15,14:45
S101076,E1025,ST-02,2026-07-31,08:00,17:45
S101116,E1026,ST-05,2026-07-31,07:00,20:30
S101166,E1027,ST-06,2026-07-31,08:30,18:30
S101209,E1028,ST-01,2026-07-31,06:00,15:30
S101260,E1029,ST-04,2026-07-31,06:15,15:00
S101308,E1030,ST-03,2026-07-31,08:00,17:00
S101353,E1031,ST-05,2026-07-31,08:00,18:15
S101356,E1031,ST-04,2026-07-31,08:00,12:00
S101406,E1032,ST-01,2026-07-31,08:00,16:30
S101501,E1034,ST-02,2026-07-31,08:15,18:30
S101556,E1035,ST-01,2026-07-31,06:00,11:15
S101624,E1038,ST-06,2026-07-31,08:00,21:00
S101771,E1041,ST-03,2026-07-31,06:30,16:15
S101814,E1042,ST-03,2026-07-31,07:15,19:45
S101908,E1044,ST-02,2026-07-31,19:15,07:15
S101958,E1045,ST-05,2026-07-31,08:00,17:15
S102005,E1046,ST-03,2026-07-31,08:00,17:15
S102095,E1048,ST-01,2026-07-31,08:00,17:15
S102228,E1051,ST-06,2026-07-31,08:00,16:45
S102312,E1053,ST-01,2026-07-31,18:15,07:45
S102355,E1054,ST-03,2026-07-31,07:30,15:00
S102395,E1055,ST-06,2026-07-31,20:30,
S102490,E1057,ST-01,2026-07-31,08:00,17:30
S102537,E1058,ST-04,2026-07-31,09:00,17:45
S102589,E1059,ST-05,2026-07-31,06:00,14:45
S102731,E1062,ST-05,2026-07-31,07:30,17:30
S102733,E1062,ST-06,2026-07-31,08:00,12:00
S102780,E1063,ST-05,2026-07-31,09:00,18:30
S102862,E1065,ST-03,2026-07-31,18:30,06:30
S102905,E1066,ST-05,2026-07-31,06:00,15:45
S102951,E1067,ST-06,2026-07-31,08:30,18:15
S103000,E1068,ST-01,2026-07-31,09:00,18:30
S103038,E1069,ST-05,2026-07-31,09:00,21:15
S103078,E1070,ST-05,2026-07-31,20:00,06:15
S103124,E1071,ST-02,2026-07-31,06:00,14:45
S103261,E1074,ST-05,2026-07-31,09:00,17:30
S103313,E1075,ST-06,2026-07-31,07:00,16:45
S103363,E1076,ST-03,2026-07-31,09:00,17:30
S103444,E1078,ST-03,2026-07-31,20:30,07:45
S103490,E1079,ST-05,2026-07-31,08:00,18:00
S103536,E1080,ST-04,2026-07-31,06:00,14:45
S103645,E1083,ST-05,2026-07-31,19:00,07:00
S103734,E1085,ST-04,2026-07-31,08:15,17:30
S103783,E1086,ST-03,2026-07-31,18:15,
S103825,E1087,ST-02,2026-07-31,08:00,20:00
S103878,E1088,ST-05,2026-07-31,08:15,17:15
S103928,E1089,ST-02,2026-07-31,06:15,15:30
S103986,E1090,ST-05,2026-07-31,09:00,18:15
S103991,E1091,ST-06,2026-07-31,09:15,15:30
S104035,E1092,ST-04,2026-07-31,08:00,17:30
S104171,E1095,ST-03,2026-07-31,08:00,16:45
S104284,E1097,ST-02,2026-07-31,08:00,16:45
S104337,E1099,ST-02,2026-07-31,19:15,06:30
S104389,E1100,ST-06,2026-07-31,06:15,15:30
S104428,E1101,ST-06,2026-07-31,06:00,18:30
S104513,E1103,ST-06,2026-07-31,08:15,17:30
S104559,E1104,ST-02,2026-07-31,08:30,18:45
S104611,E1105,ST-04,2026-07-31,08:15,18:00
S104655,E1106,ST-03,2026-07-31,06:00,18:00
S104699,E1107,ST-04,2026-07-31,08:30,18:00
S104797,E1109,ST-05,2026-07-31,07:30,17:15
S104839,E1110,ST-06,2026-07-31,09:00,17:45
S104926,E1112,ST-05,2026-07-31,06:30,14:45
S104972,E1113,ST-02,2026-07-31,06:00,14:15
S105065,E1115,ST-06,2026-07-31,06:30,15:30
S105151,E1117,ST-03,2026-07-31,06:00,17:00
S105300,E1120,ST-01,2026-07-31,09:00,17:45
S105343,E1121,ST-03,2026-07-31,20:15,09:00
S105399,E1122,ST-03,2026-07-31,08:00,16:15
S105499,E1124,ST-04,2026-07-31,09:00,18:00
S105610,E1127,ST-04,2026-07-31,07:00,16:00
S105655,E1128,ST-04,2026-07-31,08:00,20:45
S105746,E1130,ST-02,2026-07-31,07:00,16:45
S105793,E1131,ST-01,2026-07-31,06:15,16:15
S105839,E1132,ST-02,2026-07-31,20:00,07:15
S105886,E1133,ST-01,2026-07-31,08:00,17:00
S105929,E1134,ST-04,2026-07-31,09:00,17:30
S106030,E1136,ST-03,2026-07-31,08:00,14:30
S106073,E1137,ST-05,2026-07-31,06:00,15:00
S106197,E1140,ST-04,2026-07-31,06:00,15:00
S106276,E1142,ST-03,2026-07-31,09:00,21:00
S106394,E1145,ST-03,2026-07-31,18:15,
S106464,E1147,ST-01,2026-07-31,09:00,18:00
S106503,E1148,ST-01,2026-07-31,09:00,18:15
S106581,E1150,ST-06,2026-07-31,18:15,04:00
S106673,E1152,ST-06,2026-07-31,07:15,19:15
S106723,E1153,ST-02,2026-07-31,09:15,17:45
S106860,E1156,ST-04,2026-07-31,07:15,16:00
S106905,E1157,ST-05,2026-07-31,08:00,19:45
S106948,E1158,ST-04,2026-07-31,06:30,16:45
S106989,E1159,ST-06,2026-07-31,20:00,07:45
S107029,E1160,ST-01,2026-07-31,08:00,17:00
S107073,E1161,ST-05,2026-07-31,06:00,18:15
S107219,E1164,ST-04,2026-07-31,09:00,19:15
S107317,E1166,ST-06,2026-07-31,07:15,11:15
S107355,E1167,ST-02,2026-07-31,06:15,18:15
S107399,E1168,ST-04,2026-07-31,07:00,17:00
S107447,E1169,ST-05,2026-07-31,06:00,15:00
S107493,E1170,ST-05,2026-07-31,07:00,17:15
S107633,E1173,ST-05,2026-07-31,08:15,17:45
S107684,E1174,ST-01,2026-07-31,07:00,15:15
S107767,E1176,ST-06,2026-07-31,18:15,06:15
S107863,E1178,ST-03,2026-07-31,09:00,15:15
S107947,E1180,ST-06,2026-07-31,09:00,16:45
S108021,E1182,ST-05,2026-07-31,19:15,07:15
S108158,E1185,ST-04,2026-07-31,07:00,17:00
S108241,E1187,ST-04,2026-07-31,08:00,16:45
S108285,E1188,ST-02,2026-07-31,09:00,16:30
S108332,E1189,ST-03,2026-07-31,07:00,16:00
S108519,E1193,ST-03,2026-07-31,07:30,18:15
S108573,E1195,ST-04,2026-07-31,08:00,18:15
S108658,E1197,ST-02,2026-07-31,08:00,16:15
S108714,E1198,ST-04,2026-07-31,06:15,16:15
S108768,E1199,ST-05,2026-07-31,06:15,15:15
S108817,E1200,ST-04,2026-07-31,06:00,15:15
S108857,E1201,ST-06,2026-07-31,06:15,17:45
S108896,E1202,ST-06,2026-07-31,20:30,10:00
S108939,E1203,ST-03,2026-07-31,06:15,15:15
S108988,E1204,ST-02,2026-07-31,06:00,14:00
S109040,E1205,ST-02,2026-07-31,08:00,17:30
S109089,E1206,ST-03,2026-07-31,06:00,16:30
S109131,E1207,ST-02,2026-07-31,08:00,17:15
S109229,E1209,ST-05,2026-07-31,07:00,16:30
S109274,E1210,ST-03,2026-07-31,07:00,16:15
S109393,E1213,ST-03,2026-07-31,09:15,17:45
S100090,E1002,ST-02,2026-08-01,08:00,17:00
S100139,E1003,ST-03,2026-08-01,06:30,14:45
S100232,E1005,ST-05,2026-08-01,08:00,16:30
S100346,E1008,ST-03,2026-08-01,07:00,19:45
S100437,E1010,ST-01,2026-08-01,09:30,18:45
S100524,E1012,ST-04,2026-08-01,08:00,18:15
S100644,E1015,ST-05,2026-08-01,06:00,15:15
S100695,E1016,ST-04,2026-08-01,06:00,15:00
S100858,E1020,ST-03,2026-08-01,06:00,10:30
S101077,E1025,ST-02,2026-08-01,06:00,16:45
S101167,E1027,ST-06,2026-08-01,06:00,10:30
S101210,E1028,ST-01,2026-08-01,06:30,17:30
S101261,E1029,ST-04,2026-08-01,09:00,18:30
S101309,E1030,ST-03,2026-08-01,08:00,17:15
S101354,E1031,ST-05,2026-08-01,09:00,14:30
S101407,E1032,ST-01,2026-08-01,07:00,14:45
S101625,E1038,ST-06,2026-08-01,07:30,18:45
S101677,E1039,ST-04,2026-08-01,06:30,16:45
S101772,E1041,ST-03,2026-08-01,09:00,18:30
S101862,E1043,ST-03,2026-08-01,08:00,15:45
S101959,E1045,ST-05,2026-08-01,07:30,15:00
S102006,E1046,ST-03,2026-08-01,09:30,18:15
S102049,E1047,ST-06,2026-08-01,07:15,20:00
S102096,E1048,ST-01,2026-08-01,08:00,14:15
S102145,E1049,ST-01,2026-08-01,06:30,15:00
S102229,E1051,ST-06,2026-08-01,06:15,16:00
S102276,E1052,ST-01,2026-08-01,06:30,16:15
S102396,E1055,ST-06,2026-08-01,18:30,08:00
S102491,E1057,ST-01,2026-08-01,08:00,17:30
S102590,E1059,ST-05,2026-08-01,06:15,15:15
S102686,E1061,ST-01,2026-08-01,09:00,18:45
S102734,E1062,ST-06,2026-08-01,06:30,10:30
S102781,E1063,ST-05,2026-08-01,07:00,16:15
S102823,E1064,ST-04,2026-08-01,06:00,14:15
S102863,E1065,ST-03,2026-08-01,18:00,07:30
S102906,E1066,ST-05,2026-08-01,07:00,11:45
S102952,E1067,ST-06,2026-08-01,08:00,18:00
S103039,E1069,ST-05,2026-08-01,08:00,21:30
S103125,E1071,ST-02,2026-08-01,06:00,14:45
S103165,E1072,ST-06,2026-08-01,06:00,15:15
S103212,E1073,ST-01,2026-08-01,08:30,19:00
S103262,E1074,ST-05,2026-08-01,09:00,19:00
S103314,E1075,ST-06,2026-08-01,06:00,13:30
S103408,E1077,ST-04,2026-08-01,19:00,03:15
S103445,E1078,ST-03,2026-08-01,18:00,06:15
S103570,E1081,ST-04,2026-08-01,18:30,04:00
S103609,E1082,ST-04,2026-08-01,08:15,21:45
S103646,E1083,ST-05,2026-08-01,19:00,03:00
S103826,E1087,ST-02,2026-08-01,06:00,18:45
S103929,E1089,ST-02,2026-08-01,08:00,16:15
S103987,E1090,ST-05,2026-08-01,08:15,16:45
S104172,E1095,ST-03,2026-08-01,07:00,19:45
S104225,E1096,ST-02,2026-08-01,07:15,16:30
S104285,E1097,ST-02,2026-08-01,07:00,18:15
S104288,E1098,ST-03,2026-08-01,08:00,14:30
S104338,E1099,ST-02,2026-08-01,20:15,08:15
S104390,E1100,ST-06,2026-08-01,06:15,16:00
S104429,E1101,ST-06,2026-08-01,06:00,19:00
S104470,E1102,ST-04,2026-08-01,06:00,12:30
S104514,E1103,ST-06,2026-08-01,08:00,17:30
S104560,E1104,ST-02,2026-08-01,07:30,19:00
S104612,E1105,ST-04,2026-08-01,09:00,18:30
S104700,E1107,ST-04,2026-08-01,07:00,15:30
S104752,E1108,ST-06,2026-08-01,08:00,17:30
S104798,E1109,ST-05,2026-08-01,06:00,14:30
S104840,E1110,ST-06,2026-08-01,06:30,16:15
S104888,E1111,ST-05,2026-08-01,09:00,18:30
S104973,E1113,ST-02,2026-08-01,08:30,17:45
S105020,E1114,ST-01,2026-08-01,08:00,18:45
S105066,E1115,ST-06,2026-08-01,06:15,13:15
S105152,E1117,ST-03,2026-08-01,08:00,16:30
S105192,E1118,ST-03,2026-08-01,08:00,18:00
S105243,E1119,ST-02,2026-08-01,08:00,17:15
S105301,E1120,ST-01,2026-08-01,06:15,17:45
S105344,E1121,ST-03,2026-08-01,18:30,07:00
S105400,E1122,ST-03,2026-08-01,07:00,15:30
S105549,E1125,ST-05,2026-08-01,06:00,14:15
S105606,E1126,ST-06,2026-08-01,09:00,17:45
S105656,E1128,ST-04,2026-08-01,08:30,15:30
S105696,E1129,ST-04,2026-08-01,06:00,18:45
S105747,E1130,ST-02,2026-08-01,08:00,17:00
S105794,E1131,ST-01,2026-08-01,06:00,17:15
S105840,E1132,ST-02,2026-08-01,19:30,09:00
S105887,E1133,ST-01,2026-08-01,08:30,14:45
S105930,E1134,ST-04,2026-08-01,08:00,15:15
S105984,E1135,ST-05,2026-08-01,08:00,17:00
S106074,E1137,ST-05,2026-08-01,08:00,16:30
S106119,E1138,ST-01,2026-08-01,18:15,06:45
S106504,E1148,ST-01,2026-08-01,06:00,15:00
S106633,E1151,ST-04,2026-08-01,08:00,17:15
S106674,E1152,ST-06,2026-08-01,06:15,19:45
S106724,E1153,ST-02,2026-08-01,06:30,13:00
S106772,E1154,ST-04,2026-08-01,07:15,16:45
S106814,E1155,ST-03,2026-08-01,06:00,17:30
S106861,E1156,ST-04,2026-08-01,07:15,17:15
S107030,E1160,ST-01,2026-08-01,09:00,19:30
S107074,E1161,ST-05,2026-08-01,06:00,19:30
S107117,E1162,ST-03,2026-08-01,06:00,16:15
S107169,E1163,ST-01,2026-08-01,06:30,16:00
S107220,E1164,ST-04,2026-08-01,07:00,11:15
S107356,E1167,ST-02,2026-08-01,09:00,19:15
S107448,E1169,ST-05,2026-08-01,08:15,15:15
S107494,E1170,ST-05,2026-08-01,07:00,16:45
S107541,E1171,ST-02,2026-08-01,08:00,18:15
S107634,E1173,ST-05,2026-08-01,06:00,16:30
S107685,E1174,ST-01,2026-08-01,09:30,18:30
S107727,E1175,ST-03,2026-08-01,09:00,21:15
S107948,E1180,ST-06,2026-08-01,08:00,17:15
S108022,E1182,ST-05,2026-08-01,18:00,03:15
S108109,E1184,ST-06,2026-08-01,18:30,06:00
S108159,E1185,ST-04,2026-08-01,06:00,16:45
S108193,E1186,ST-05,2026-08-01,08:00,20:00
S108242,E1187,ST-04,2026-08-01,06:00,15:15
S108373,E1190,ST-05,2026-08-01,06:00,18:00
S108426,E1191,ST-01,2026-08-01,09:00,17:30
S108464,E1192,ST-05,2026-08-01,06:30,19:30
S108659,E1197,ST-02,2026-08-01,09:15,17:45
S108715,E1198,ST-04,2026-08-01,07:30,17:30
S108858,E1201,ST-06,2026-08-01,06:00,17:45
S108940,E1203,ST-03,2026-08-01,09:00,17:45
S108989,E1204,ST-02,2026-08-01,08:30,17:00
S109041,E1205,ST-02,2026-08-01,06:15,15:15
S109132,E1207,ST-02,2026-08-01,07:30,17:45
S109183,E1208,ST-01,2026-08-01,06:00,15:30
S109230,E1209,ST-05,2026-08-01,07:00,16:00
S109310,E1211,ST-01,2026-08-01,06:00,19:30
S100091,E1002,ST-02,2026-08-02,06:00,11:15
S100140,E1003,ST-03,2026-08-02,06:00,19:00
S100182,E1004,ST-03,2026-08-02,18:15,06:15
S100233,E1005,ST-05,2026-08-02,07:15,18:30
S100275,E1006,ST-04,2026-08-02,06:00,10:30
S100347,E1008,ST-03,2026-08-02,08:30,14:45
S100387,E1009,ST-02,2026-08-02,08:00,21:30
S100438,E1010,ST-01,2026-08-02,07:15,16:15
S100482,E1011,ST-01,2026-08-02,06:30,18:30
S100525,E1012,ST-04,2026-08-02,08:00,20:30
S100565,E1013,ST-04,2026-08-02,07:00,17:45
S100600,E1014,ST-03,2026-08-02,06:00,19:30
S100645,E1015,ST-05,2026-08-02,09:30,20:30
S100696,E1016,ST-04,2026-08-02,09:15,17:15
S100772,E1018,ST-01,2026-08-02,09:00,
S100893,E1021,ST-04,2026-08-02,08:00,20:00
S100983,E1023,ST-01,2026-08-02,06:15,19:15
S101029,E1024,ST-01,2026-08-02,08:15,12:45
S101078,E1025,ST-02,2026-08-02,07:00,11:30
S101262,E1029,ST-04,2026-08-02,08:00,16:15
S101310,E1030,ST-03,2026-08-02,07:30,14:45
S101357,E1031,ST-04,2026-08-02,09:00,12:30
S101408,E1032,ST-01,2026-08-02,08:15,20:15
S101458,E1033,ST-01,2026-08-02,06:30,18:45
S101502,E1034,ST-02,2026-08-02,07:00,18:00
S101559,E1036,ST-03,2026-08-02,07:30,11:30
S101595,E1037,ST-03,2026-08-02,18:15,04:00
S101678,E1039,ST-04,2026-08-02,06:15,19:15
S101729,E1040,ST-03,2026-08-02,06:30,13:15
S101773,E1041,ST-03,2026-08-02,07:00,19:00
S101815,E1042,ST-03,2026-08-02,09:00,17:30
S101863,E1043,ST-03,2026-08-02,09:00,16:30
S101960,E1045,ST-05,2026-08-02,06:00,17:00
S102007,E1046,ST-03,2026-08-02,06:00,12:15
S102182,E1050,ST-01,2026-08-02,06:00,19:30
S102230,E1051,ST-06,2026-08-02,06:00,10:30
S102277,E1052,ST-01,2026-08-02,09:30,23:00
S102356,E1054,ST-03,2026-08-02,09:15,22:45
S102492,E1057,ST-01,2026-08-02,07:15,20:45
S102538,E1058,ST-04,2026-08-02,07:00,12:45
S102687,E1061,ST-01,2026-08-02,06:15,13:45
S102732,E1062,ST-05,2026-08-02,06:00,17:45
S102782,E1063,ST-05,2026-08-02,08:00,16:30
S102824,E1064,ST-04,2026-08-02,07:00,19:30
S102953,E1067,ST-06,2026-08-02,07:15,11:30
S103001,E1068,ST-01,2026-08-02,08:15,16:30
S103166,E1072,ST-06,2026-08-02,06:00,15:45
S103213,E1073,ST-01,2026-08-02,06:00,19:30
S103263,E1074,ST-05,2026-08-02,08:00,15:00
S103364,E1076,ST-03,2026-08-02,08:30,16:45
S103446,E1078,ST-03,2026-08-02,20:00,05:15
S103491,E1079,ST-05,2026-08-02,07:00,11:00
S103537,E1080,ST-04,2026-08-02,08:30,18:00
S103686,E1084,ST-03,2026-08-02,07:30,19:15
S103735,E1085,ST-04,2026-08-02,06:15,15:45
S103784,E1086,ST-03,2026-08-02,20:30,06:15
S103827,E1087,ST-02,2026-08-02,08:30,
S103879,E1088,ST-05,2026-08-02,07:00,14:15
S103930,E1089,ST-02,2026-08-02,06:00,12:00
S103988,E1090,ST-05,2026-08-02,06:00,17:30
S104036,E1092,ST-04,2026-08-02,06:00,13:00
S104082,E1093,ST-02,2026-08-02,09:00,19:45
S104124,E1094,ST-04,2026-08-02,18:30,04:30
S104226,E1096,ST-02,2026-08-02,08:00,13:15
S104339,E1099,ST-02,2026-08-02,18:00,03:30
S104430,E1101,ST-06,2026-08-02,07:30,21:00
S104515,E1103,ST-06,2026-08-02,07:00,16:15
S104656,E1106,ST-03,2026-08-02,06:00,14:15
S104701,E1107,ST-04,2026-08-02,06:15,11:45
S104753,E1108,ST-06,2026-08-02,08:15,17:15
S104799,E1109,ST-05,2026-08-02,09:15,16:00
S104974,E1113,ST-02,2026-08-02,08:15,18:00
S105021,E1114,ST-01,2026-08-02,08:00,14:45
S105067,E1115,ST-06,2026-08-02,06:00,19:30
S105193,E1118,ST-03,2026-08-02,09:00,21:00
S105244,E1119,ST-02,2026-08-02,08:00,16:15
S105401,E1122,ST-03,2026-08-02,08:00,21:30
S105453,E1123,ST-01,2026-08-02,09:30,22:00
S105500,E1124,ST-04,2026-08-02,06:30,16:15
S105550,E1125,ST-05,2026-08-02,08:00,21:30
S105607,E1126,ST-06,2026-08-02,06:00,15:15
S105748,E1130,ST-02,2026-08-02,08:00,18:45
S105985,E1135,ST-05,2026-08-02,07:00,14:15
S106075,E1137,ST-05,2026-08-02,08:00,16:30
S106120,E1138,ST-01,2026-08-02,18:30,02:30
S106156,E1139,ST-03,2026-08-02,19:00,03:15
S106198,E1140,ST-04,2026-08-02,08:00,13:00
S106237,E1141,ST-01,2026-08-02,06:15,19:45
S106277,E1142,ST-03,2026-08-02,06:15,11:30
S106316,E1143,ST-02,2026-08-02,07:15,17:00
S106428,E1146,ST-04,2026-08-02,18:00,07:30
S106505,E1148,ST-01,2026-08-02,07:30,17:00
S106543,E1149,ST-05,2026-08-02,09:30,23:00
S106634,E1151,ST-04,2026-08-02,07:00,13:45
S106773,E1154,ST-04,2026-08-02,08:00,18:00
S106815,E1155,ST-03,2026-08-02,06:00,16:15
S106862,E1156,ST-04,2026-08-02,09:30,17:30
S106906,E1157,ST-05,2026-08-02,06:00,17:45
S106990,E1159,ST-06,2026-08-02,20:00,02:15
S107118,E1162,ST-03,2026-08-02,06:00,18:00
S107170,E1163,ST-01,2026-08-02,08:00,18:45
S107268,E1165,ST-05,2026-08-02,08:00,15:45
S107400,E1168,ST-04,2026-08-02,08:15,21:45
S107449,E1169,ST-05,2026-08-02,07:00,15:00
S107542,E1171,ST-02,2026-08-02,09:30,16:00
S107588,E1172,ST-04,2026-08-02,06:30,15:15
S107635,E1173,ST-05,2026-08-02,06:15,14:15
S107728,E1175,ST-03,2026-08-02,08:00,17:45
S107768,E1176,ST-06,2026-08-02,19:00,03:30
S107812,E1177,ST-02,2026-08-02,09:15,15:00
S107902,E1179,ST-05,2026-08-02,07:30,21:00
S107949,E1180,ST-06,2026-08-02,07:30,16:45
S107985,E1181,ST-04,2026-08-02,19:15,08:45
S108063,E1183,ST-06,2026-08-02,20:15,04:15
S108110,E1184,ST-06,2026-08-02,18:30,00:15
S108160,E1185,ST-04,2026-08-02,08:15,16:45
S108194,E1186,ST-05,2026-08-02,08:30,22:00
S108243,E1187,ST-04,2026-08-02,07:30,11:30
S108333,E1189,ST-03,2026-08-02,08:00,17:45
